teachid,year,gender,ethnic,bdate,educ_lvl_cd,score_normed,relative_pay
263,2003,"F","W",4374,4,.6907208,-1.0374981
263,2005,"F","W",4374,4,.09696688,-.29979502
264,2003,"F","B",5096,4,-1.1796909,-1.2757748
264,2013,"F","B",5096,4,.70349183,-.13732639
265,2004,"F","W",523,2,1.0223991,-.74572273
265,2007,"F","W",523,2,.91963566,-.82469143
266,2000,"M","W",7215,5,-.68831758,-1.1501168
266,2010,"M","W",7215,5,-.66873898,-.14714255
267,1997,"F","W",2450,2,-.15028308,-2.3435011
267,2005,"F","W",2450,2,-.50670564,-1.0174603
268,2003,"F","W",2179,4,-.25855736,-.27816043
268,2008,"F","W",2179,4,-.61632388,-.5518556
269,2003,"F","W",9278,3,-.99888974,-2.5927812
269,2006,"F","W",9278,3,-.20668443,-2.0071729
270,2000,"F","W",-4,4,.62717298,.87684325
270,2001,"F","W",-4,4,.69774535,.07371697
271,1997,"F","W",726,4,.46931906,-.59082654
271,2013,"F","W",726,4,-.53991087,.80946563
272,2001,"F","B",2838,5,.69875408,.37549611
272,2008,"F","B",2838,5,-1.3831589,.60275587
273,2002,"F","W",5152,3,1.4609387,-.71322727
273,2004,"F","W",5152,3,-.30921983,-1.8309661
274,2002,"F","W",9021,4,.22932986,-.68055272
274,2008,"F","W",9021,4,-.4790797,-.46299266
275,2005,"F","W",4224,4,-.4870726,.61277769
275,2011,"F","W",4224,4,-.38248749,1.3965936
276,2000,"F","B",8870,5,-1.8208122,-.18556689
276,2001,"F","B",8870,5,-1.2877634,-.58417692
277,1999,"F","W",4550,5,-.67245231,-.36335152
277,2005,"F","W",4550,5,-.91151944,-.11544186
278,2001,"F","B",2296,5,-.66434994,.21460859
278,2008,"F","B",2296,5,-.36216974,1.3962561
279,1997,"F","B",8469,4,.38287924,-.95931417
279,2005,"F","B",8469,4,1.0159032,-.62289147
280,1997,"F","B",-1812,5,-.00533033,.19544112
280,2006,"F","B",-1812,5,1.6782873,-.09865234
281,2005,"M","B",8311,7,.26642602,1.2148072
281,2013,"M","B",8311,7,1.4789887,.54336658
282,1997,"F","W",-2024,2,-.78202036,-.168705
282,2000,"F","W",-2024,2,-1.631645,-1.3896415
283,1998,"F","W",-1298,6,-.0031781,.95758774
283,2005,"F","W",-1298,6,-.61880596,.46561066
284,2004,"F","W",-2269,4,1.0713296,.63394244
284,2011,"F","W",-2269,4,.29064937,.57429751
285,1998,"F","W",2396,4,-.10489111,-.34840056
285,1999,"F","W",2396,4,.2100333,-.82887435
286,2004,"F","W",2186,4,-.1219207,.77131696
286,2005,"F","W",2186,4,-.54418152,-1.0472038
287,1998,"F","W",8322,3,.02568931,-2.2052794
287,2003,"F","W",8322,3,.41096046,-1.1266462
288,2010,"F","W",-132,4,.70303815,.76205164
288,2012,"F","W",-132,4,-1.3178439,1.0298908
289,2003,"F","B",-2067,5,.06368724,.47601314
289,2011,"F","B",-2067,5,.53247172,1.3648934
290,1998,"M","B",1254,4,1.0470667,-.30521682
290,2000,"M","B",1254,4,-1.1189818,.68334605
291,2005,"M","B",7592,2,.31452483,-1.4296785
291,2013,"M","B",7592,2,1.9006598,-.39502535
292,2002,"F","W",6688,6,1.0204705,.43559824
292,2011,"F","W",6688,6,-.28733057,-.10740559
293,1998,"F","W",-1230,4,.88769122,-.73395065
293,2010,"F","W",-1230,4,.45122328,.64867744
294,2003,"F","W",8726,5,.9980855,-1.6842348
294,2010,"F","W",8726,5,.41044734,.18674552
295,2004,"M","W",2334,4,-.44879578,-.8693902
295,2013,"M","W",2334,4,-.43188242,-.55092196
296,1999,"F","W",8781,2,-.04295935,-1.574808
296,2009,"F","W",8781,2,-.51032492,-2.2957565
297,2008,"F","W",48,7,-.32425118,1.3197355
297,2009,"F","W",48,7,.13447235,1.8227241
298,2005,"M","W",7415,3,.00077341,-2.414451
298,2010,"M","W",7415,3,.04601075,-.33688615
299,2003,"F","W",4498,4,.4102969,-.54896205
299,2008,"F","W",4498,4,-.81911219,-.93671461
300,2002,"F","W",1565,4,-1.2083538,.16703947
300,2013,"F","W",1565,4,-.50202747,1.9405556
301,1999,"F","W",670,4,.38816441,-.84453315
301,2008,"F","W",670,4,1.6141333,-.04968169
302,2001,"F","B",5669,3,-.64980037,-1.4884126
302,2010,"F","B",5669,3,-.77136164,-2.0928307
303,2012,"F","W",-360,7,-1.5623022,1.4419194
303,2013,"F","W",-360,7,-.44062811,1.7445807
304,2000,"F","W",4297,6,-.24866317,-.06125909
304,2002,"F","W",4297,6,.01458409,.64104725
305,2006,"F","W",6576,3,.13891507,-1.7194758
305,2011,"F","W",6576,3,.37263598,-.67409357
306,1999,"F","W",4080,4,.8451322,-.33027671
306,2010,"F","W",4080,4,-.57426631,-.42881617
307,2009,"F","W",6167,2,.77880169,-1.56503
307,2010,"F","W",6167,2,-.09356163,-.42725436
308,2000,"F","W",8270,5,.27084293,-.96310561
308,2008,"F","W",8270,5,.15292581,-1.3131813
309,2001,"F","W",-2867,4,.32373412,-.62823954
309,2013,"F","W",-2867,4,-.51327935,.38456535
310,2004,"M","B",7842,6,.35506138,.05781614
310,2010,"M","B",7842,6,.52657677,.65547072
311,1998,"F","W",4877,7,-.16624742,.74191422
311,2007,"F","W",4877,7,-.60080827,.32623165
312,1997,"F","W",2595,4,.32400778,.18822495
312,2004,"F","W",2595,4,-.75870609,-.77954075
313,2001,"F","W",-2402,5,.58190514,.78922911
313,2002,"F","W",-2402,5,1.1609388,.7239368
314,2000,"M","W",4220,4,-.2844512,-1.5269801
314,2003,"M","W",4220,4,-.58693944,-.43673881
315,2003,"F","W",-2089,3,.60875154,.62512457
315,2007,"F","W",-2089,3,.95203466,.48120449
316,2002,"M","W",3090,5,.83490808,1.8504186
316,2003,"M","W",3090,5,.80118884,1.0107991
317,1997,"F","W",-1121,5,-.67271823,.18567142
317,2013,"F","W",-1121,5,.24249766,2.0797196
318,2004,"F","W",-1321,5,-.89861035,1.5175938
318,2006,"F","W",-1321,5,-.04736248,1.7543776
319,2007,"F","W",2686,4,-.88203451,.91285814
319,2010,"F","W",2686,4,-.16584709,-.01699184
320,2006,"F","B",11,5,-.80689359,1.4720249
320,2013,"F","B",11,5,.70211182,1.2261455
321,2004,"M","W",3572,3,.04274591,-.25314584
321,2009,"M","W",3572,3,-.1171347,-.96364374
322,2011,"F","W",-270,5,.7863946,.14471182
322,2013,"F","W",-270,5,-.5943983,1.5523878
323,2003,"F","W",9023,5,-.17090729,-1.0416613
323,2013,"F","W",9023,5,-.04652343,-.16435971
324,1998,"F","W",-25,7,.6778931,1.0565947
324,2008,"F","W",-25,7,-.23461886,1.2595275
325,1998,"F","W",4544,7,-1.5028204,.27762234
325,1999,"F","W",4544,7,.37106641,.70111558
326,1998,"M","B",1203,4,.87610708,-1.8453475
326,2003,"M","B",1203,4,.67593181,.08957404
327,1999,"F","W",8037,2,.02674729,-1.4425217
327,2011,"F","W",8037,2,.16425147,-1.7440723
328,2002,"M","B",2148,4,.66695468,.11114536
328,2005,"M","B",2148,4,1.1018001,-.16736703
329,1999,"M","W",1889,5,.23751949,-.11747716
329,2009,"M","W",1889,5,.1842087,.3443088
330,1997,"M","W",6998,5,.47379676,-1.5668216
330,2011,"M","W",6998,5,.68200988,.48851967
331,2001,"F","W",869,5,-1.4366489,-.12295819
331,2002,"F","W",869,5,-1.4084566,.86521356
332,2007,"M","W",-1445,4,-.30247274,.34306362
332,2013,"M","W",-1445,4,.74297115,1.3719288
333,2000,"F","W",-849,4,-.46476359,1.0199927
333,2009,"F","W",-849,4,-.05497491,.5515149
334,1997,"F","B",3764,4,-2.1561763,-.45807516
334,2008,"F","B",3764,4,-.81438515,.49057822
335,1999,"M","W",2320,6,-.3602317,.58451385
335,2006,"M","W",2320,6,-.22048589,.4395546
336,1998,"F","B",-133,3,-.61615632,-.89550446
336,2001,"F","B",-133,3,-.43298221,.09844956
337,2000,"M","B",4885,4,.07776277,.18487632
337,2009,"M","B",4885,4,.55799923,.76628108
338,1998,"F","W",2448,5,-.46998577,-.58318718
338,2010,"F","W",2448,5,.6490272,.72589602
339,2012,"F","B",7260,5,-.04809366,.67832732
339,2013,"F","B",7260,5,.15721694,.9919148
340,1999,"M","B",4370,5,.01652281,.35478364
340,2010,"M","B",4370,5,-.41939243,.65173545
341,2006,"F","W",-596,7,-.2345149,1.3310106
341,2010,"F","W",-596,7,.84238199,2.7898071
342,2011,"F","W",-963,5,.84760196,1.1720889
342,2012,"F","W",-963,5,.31913357,.34437926
343,2001,"M","W",8725,5,-.01154992,-.76857504
343,2010,"M","W",8725,5,.07129331,-.72562388
344,2001,"F","W",4069,2,1.0504494,-2.4558697
344,2009,"F","W",4069,2,-.26643333,-.77853994
345,2002,"F","W",6429,7,.12782068,.21122322
345,2010,"F","W",6429,7,.34553815,.64224119
346,2003,"F","W",3680,3,-.91057118,-.66366943
346,2005,"F","W",3680,3,.68944695,-1.5675645
347,2005,"F","B",4395,4,1.6143086,-1.3243438
347,2007,"F","B",4395,4,.58514527,-.8855974
348,2001,"F","W",6428,4,.06897853,-.78322221
348,2011,"F","W",6428,4,-.38573785,-.73722048
349,2003,"F","W",-3277,4,-.58725551,1.4812946
349,2008,"F","W",-3277,4,.08722404,1.0332527
350,2001,"F","W",1422,5,-.67235717,-.1114039
350,2011,"F","W",1422,5,.58719078,.55623837
351,2006,"M","W",3290,3,.11834714,-.42942272
351,2011,"M","W",3290,3,-.56958837,-.7736303
352,2001,"F","W",4997,5,.0303251,.07600958
352,2013,"F","W",4997,5,.76656288,.95580842
353,2001,"F","W",-3366,5,.33740286,.77874926
353,2004,"F","W",-3366,5,.29896534,.49861635
354,2000,"F","W",5571,5,-.52363466,.33326633
354,2004,"F","W",5571,5,-.86279175,-1.0298008
355,2007,"M","W",-181,4,.93712305,1.0377114
355,2013,"M","W",-181,4,-.97747679,.6161566
356,1998,"M","B",-719,6,-.98729543,.1961051
356,2007,"M","B",-719,6,-.25058072,2.0638725
357,1997,"F","W",4680,5,1.633009,-.00294313
357,2005,"F","W",4680,5,1.8988527,-1.1017387
358,2005,"M","W",-2310,6,-.2508679,2.0833975
358,2006,"M","W",-2310,6,.5424396,.95303968
359,2007,"F","W",1847,2,-.42758323,-.48904167
359,2013,"F","W",1847,2,.40441446,.17372753
360,2010,"F","W",1189,6,1.2682251,2.005772
360,2012,"F","W",1189,6,-.51511915,-.23062628
361,1999,"F","W",-1727,2,-1.1166884,-1.3221324
361,2002,"F","W",-1727,2,.71913698,-.54901063
362,2012,"M","W",4454,4,1.0617278,.48297562
362,2013,"M","W",4454,4,1.0606568,.28479436
363,2002,"M","W",4934,5,-.59262451,-.17573392
363,2005,"M","W",4934,5,-.96657822,.009088
364,1999,"F","W",-380,4,.95723492,.87688413
364,2012,"F","W",-380,4,-.19474109,1.8810698
365,1998,"F","B",-3557,4,-1.7980912,1.1550085
365,2002,"F","B",-3557,4,-.10028734,1.797725
366,2004,"F","W",-1909,4,1.0291964,.84230813
366,2009,"F","W",-1909,4,.29579588,1.0996761
367,2006,"F","W",-1971,3,.11264695,-.27021016
367,2009,"F","W",-1971,3,.34576193,.97246864
368,1997,"F","W",4689,5,-.54727221,-.31504889
368,2006,"F","W",4689,5,.07426904,.10995709
369,2005,"F","W",2111,3,-.80742998,-.34854263
369,2008,"F","W",2111,3,.50004528,-.92415585
370,1998,"F","W",1653,5,-1.1279155,.37824932
370,2013,"F","W",1653,5,.09375964,.18700098
371,2004,"F","W",2987,4,1.9478078,-.55708779
371,2013,"F","W",2987,4,.35043301,.52595823
372,1997,"F","W",8427,4,.31269193,-1.3654085
372,2008,"F","W",8427,4,-.38289913,-1.3422028
373,1999,"F","W",2717,5,-1.2624613,-.07879835
373,2003,"F","W",2717,5,-.17097258,-.03456025
374,2002,"F","W",-3437,6,-.23503229,.67025421
374,2007,"F","W",-3437,6,.58320823,.4588336
375,2005,"F","W",725,7,1.0628839,2.0003867
375,2012,"F","W",725,7,1.4536388,1.5895335
376,2002,"F","W",7915,4,1.050719,-1.4358799
376,2004,"F","W",7915,4,1.2234952,-1.5381313
377,1999,"F","W",4089,4,-.11765747,.18372613
377,2007,"F","W",4089,4,.61202494,-.49341391
378,1998,"F","W",-2917,4,.29695053,-.47383224
378,1999,"F","W",-2917,4,.19122408,.78842443
379,2009,"F","B",3157,3,1.2879264,-.56996309
379,2010,"F","B",3157,3,-.01833393,.33022583
380,2003,"F","W",739,4,-.26550984,.37820138
380,2004,"F","W",739,4,-.90639805,-.50292826
381,2004,"M","W",8298,4,1.4811556,-.18350385
381,2005,"M","W",8298,4,.55170261,-.18971238
382,1999,"F","W",-759,2,.07910064,-.00302348
382,2011,"F","W",-759,2,.28005267,1.0706682
383,2001,"F","B",-1652,4,-.0116655,.90011163
383,2006,"F","B",-1652,4,-.43244714,.99959129
384,2001,"M","W",4309,3,-.48911498,-1.2163946
384,2009,"M","W",4309,3,-.89375844,-.42678359
385,2003,"F","W",6809,4,.38175967,-.15595744
385,2011,"F","W",6809,4,-.3491282,-.51101402
386,1998,"F","W",3818,2,1.0556809,-2.1017519
386,2003,"F","W",3818,2,-.24374239,-.57212694
387,2003,"F","W",4378,5,-.15940251,-.18080752
387,2012,"F","W",4378,5,-.54133445,.69659811
388,2007,"F","W",4556,6,.65381085,1.2296127
388,2013,"F","W",4556,6,.38657873,1.7243343
389,2006,"M","W",-2471,5,-.09070508,1.2029352
389,2007,"M","W",-2471,5,1.1947902,-.09489428
390,2003,"M","W",6317,5,1.0331571,-1.8820004
390,2012,"M","W",6317,5,-.80833154,.64299028
391,1999,"F","W",8006,5,-.1766947,.16266877
391,2003,"F","W",8006,5,-2.2703609,-.68463049
392,1998,"F","W",-2476,6,-2.3510785,.76272452
392,2009,"F","W",-2476,6,.33984342,1.6844274
393,2008,"M","W",-2998,4,.01200691,.53186498
393,2013,"M","W",-2998,4,-1.259464,1.4046405
394,2002,"M","W",3475,4,.06567457,.14321765
394,2013,"M","W",3475,4,.51063478,.66441547
395,2001,"M","B",-3501,6,.19801807,2.4032718
395,2012,"M","B",-3501,6,-.85092962,1.4348706
396,2011,"M","W",5441,5,-.58764203,-.03807384
396,2012,"M","W",5441,5,-.01061154,.33900159
397,2001,"F","W",7480,3,.06687989,-1.0461534
397,2013,"F","W",7480,3,-.52130651,-1.2703989
398,2004,"M","W",3006,2,.66110835,-1.1711863
398,2011,"M","W",3006,2,-1.4610111,.01299362
399,2008,"F","W",7467,4,1.6715577,.31555999
399,2012,"F","W",7467,4,.94386565,.46559341
400,2003,"F","W",-3283,4,-.19495526,2.0687801
400,2012,"F","W",-3283,4,-1.4806748,1.461623
401,1997,"F","B",7968,4,.15998,-1.2366123
401,1998,"F","B",7968,4,.80245246,-.77479827
402,2001,"M","W",7837,5,-.25587389,-1.2790672
402,2006,"M","W",7837,5,-.06690204,-.35685942
403,1999,"F","W",4424,3,-.78037796,-.35672185
403,2004,"F","W",4424,3,-1.108622,.39597988
404,2004,"F","B",1468,3,1.171728,-.62896292
404,2006,"F","B",1468,3,-1.0696295,.13627842
405,2001,"F","W",3867,6,-.13711188,.43068716
405,2007,"F","W",3867,6,.67616105,.69958578
406,2005,"F","W",7692,2,.94280174,-.83320267
406,2006,"F","W",7692,2,.41468831,-1.6928002
407,1998,"F","W",9293,5,-.21137212,-.70466286
407,2003,"F","W",9293,5,.04621188,-.94243595
408,1997,"F","W",8875,6,-.59311751,-1.9296856
408,2011,"F","W",8875,6,.91978758,-.0631689
409,2001,"F","W",-3352,5,.19167343,1.3877553
409,2011,"F","W",-3352,5,-.63698786,2.0230921
410,2004,"F","W",4159,3,-.54961699,-1.2327658
410,2007,"F","W",4159,3,.58146793,-.33476749
411,1998,"F","W",1321,2,.44361934,-1.726147
411,2004,"F","W",1321,2,-2.3903321,-1.0218463
412,2001,"F","W",4439,3,-.74189496,-.95240067
412,2007,"F","W",4439,3,.03428954,-.5553471
413,1999,"F","W",7458,6,-.40289653,-.63881846
413,2001,"F","W",7458,6,-.93488152,.0192437
414,1997,"F","W",895,3,1.2097617,-1.3601701
414,2011,"F","W",895,3,-.15547781,1.4435515
415,2003,"F","W",-2321,6,-.67817083,.2416531
415,2006,"F","W",-2321,6,-.29959884,.44278319
416,1999,"F","B",4948,6,-1.2089879,-.8758595
416,2004,"F","B",4948,6,-.2599081,.03267867
417,1997,"M","W",9037,5,-1.2309784,-1.9596133
417,1998,"M","W",9037,5,-.33739067,-.3436275
418,1998,"F","W",-719,4,-.63686148,.88318972
418,2007,"F","W",-719,4,.04138242,.63271624
419,2003,"F","W",949,4,.00255745,-.49801208
419,2008,"F","W",949,4,-.43012689,-.57310011
420,1997,"F","B",1955,3,-.2307509,-1.1358073
420,1998,"F","B",1955,3,.46813398,.47607616
421,1999,"F","W",5445,3,-.97497913,-1.9207424
421,2002,"F","W",5445,3,.44930406,-.88561502
422,2000,"F","W",-3470,4,-.23951119,1.3815212
422,2007,"F","W",-3470,4,.45783186,.48078597
423,1997,"F","W",4180,7,-.74665513,.65671458
423,2010,"F","W",4180,7,-.97045191,1.1402951
424,2005,"F","W",8383,5,.88422982,-1.1811323
424,2011,"F","W",8383,5,1.4055287,-.09762088
425,1999,"F","W",2471,5,.75938113,-.67088242
425,2002,"F","W",2471,5,.52212852,-.17332371
426,2005,"F","W",7460,4,-1.0350974,-.71708957
426,2006,"F","W",7460,4,-2.0587705,-.54596724
427,2007,"F","B",299,3,-1.0212834,.1642068
427,2013,"F","B",299,3,.77246988,.32500938
428,2002,"M","W",7745,2,.53676371,-1.0981086
428,2010,"M","W",7745,2,-.08605208,-1.2610512
429,2001,"F","W",4861,4,-.52818417,-.1820798
429,2007,"F","W",4861,4,.19640255,-.33601926
430,2007,"F","W",1098,4,.4370554,-.32053199
430,2012,"F","W",1098,4,-1.3187825,1.5844345
431,1999,"M","W",-3118,4,.28106107,.37332488
431,2011,"M","W",-3118,4,.20109859,.71011235
432,1998,"F","W",-711,4,.19710316,.43224054
432,2008,"F","W",-711,4,-.52962389,.5196446
433,2002,"F","B",7654,5,1.2287219,-.46542238
433,2009,"F","B",7654,5,.02186862,.62244471
434,2001,"M","B",585,5,-.43986079,.44482628
434,2012,"M","B",585,5,-.56479426,1.5310443
435,2003,"F","B",3353,4,.13204986,.43263086
435,2005,"F","B",3353,4,-.58073097,-.34245566
436,1998,"F","W",3462,2,1.1861928,-1.0808886
436,2006,"F","W",3462,2,1.2005142,-2.1016597
437,2001,"F","W",2687,6,-.36358291,.82065529
437,2002,"F","W",2687,6,-1.288407,1.2618557
438,2006,"F","W",-222,7,.14662057,1.8628518
438,2013,"F","W",-222,7,-.15983525,2.4357221
439,1998,"F","W",-749,4,-.39132132,.36592233
439,2002,"F","W",-749,4,-1.0812988,-.53917898
440,2005,"F","W",6335,5,.53544508,-.02848908
440,2011,"F","W",6335,5,.86988495,-.71791154
441,1999,"M","B",-3546,5,-1.1022317,.81322794
441,2003,"M","B",-3546,5,-.07355498,.95764771
442,1997,"M","W",4222,4,-.66200085,-.81717408
442,2002,"M","W",4222,4,-2.1965785,.8953641
443,2007,"M","W",773,7,1.0204868,.53105176
443,2012,"M","W",773,7,-.77717635,2.0792503
444,1998,"M","W",4829,3,-1.41709,-1.8722822
444,2013,"M","W",4829,3,-2.0015331,.04539896
445,2004,"F","B",-1084,6,.03632285,1.9233553
445,2008,"F","B",-1084,6,.26137082,1.1454042
446,1997,"F","W",7338,4,.65947881,-1.8070322
446,2000,"F","W",7338,4,.09047658,-.83970204
447,1997,"M","B",-1588,4,.03323816,.71152643
447,2011,"M","B",-1588,4,.61062756,1.526535
448,2006,"F","B",-3520,5,.08937214,.730767
448,2009,"F","B",-3520,5,-.1351358,2.1440576
449,2006,"F","W",9083,4,1.0702774,-.5488023
449,2011,"F","W",9083,4,.53336122,-.9754423
450,2006,"F","W",6701,4,-.85533581,-.63851912
450,2009,"F","W",6701,4,-.35336971,-.405594
451,1997,"F","W",-790,4,-.87206721,-.06866789
451,2013,"F","W",-790,4,1.162067,.53679105
452,2004,"F","W",3298,4,-.20488622,.23538097
452,2012,"F","W",3298,4,-.04568891,1.4097617
453,2002,"F","B",465,6,.67549552,1.4118251
453,2010,"F","B",465,6,-.31852474,1.4121217
454,2001,"F","B",-739,3,-.55735445,-.60835071
454,2004,"F","B",-739,3,-.39949068,.51889503
455,1999,"F","W",2710,4,.77109069,1.064372
455,2010,"F","W",2710,4,.81767145,.29537382
456,1999,"F","W",1881,5,.51372545,-1.1859363
456,2011,"F","W",1881,5,-.27586692,2.5253637
457,1998,"F","W",-3261,4,.19467707,.5150621
457,2006,"F","W",-3261,4,-.40479475,1.444579
458,2001,"F","W",4783,7,-.23495255,.93428191
458,2013,"F","W",4783,7,.50853905,.23534641
459,2000,"F","W",-2482,4,-1.1456559,.24906896
459,2011,"F","W",-2482,4,1.4849902,2.2790991
460,2001,"M","W",2940,2,1.2314323,-.17104849
460,2012,"M","W",2940,2,-.03196718,-.88355765
461,2005,"F","B",-1664,4,.23566569,.6511646
461,2009,"F","B",-1664,4,.10844566,1.5659612
462,1998,"M","W",1017,5,1.2147529,-.34486151
462,2001,"M","W",1017,5,.21739751,.11602066
463,2007,"F","W",3025,3,-1.1932629,-.31922153
463,2013,"F","W",3025,3,.05549942,.00722001
464,2001,"M","B",2932,4,-.3054169,-.15670666
464,2002,"M","B",2932,4,-1.5078146,.16612538
465,2001,"F","W",-207,5,-.06488692,.01014776
465,2007,"F","W",-207,5,.49229721,.81452615
466,2002,"F","W",-2961,7,-.66296429,1.7884383
466,2005,"F","W",-2961,7,.75299311,1.2336466
467,2005,"M","W",-2049,4,-.1802247,-.21135644
467,2012,"M","W",-2049,4,1.5494432,1.8614145
468,2001,"F","W",4433,5,1.0448002,-.4635498
468,2009,"F","W",4433,5,-.38284189,-.36646301
469,2009,"F","W",6592,3,1.4670918,-.56665668
469,2010,"F","W",6592,3,-.44716162,-.75526084
470,1997,"M","B",1587,1,-.5062273,-.49261296
470,2006,"M","B",1587,1,-1.1997461,-1.1084688
471,1997,"F","W",5378,3,-.41635288,-1.247373
471,2001,"F","W",5378,3,1.2191043,-.80824075
472,2001,"F","W",4346,4,-.46587184,.77502256
472,2010,"F","W",4346,4,-.66703956,-.00543934
473,2000,"F","W",1801,5,-.88530742,.84393009
473,2010,"F","W",1801,5,.64803761,.77896553
474,2000,"F","W",368,4,-.99563965,-.25594387
474,2008,"F","W",368,4,-.14862302,.64388676
475,2008,"F","W",-1477,5,-.10116683,1.2925039
475,2011,"F","W",-1477,5,-.62415998,1.370119
476,2004,"F","W",-2306,3,1.0899942,1.1070361
476,2010,"F","W",-2306,3,.60467919,.04528319
477,2001,"F","W",1241,4,-.34212772,.49379152
477,2012,"F","W",1241,4,.82233229,1.0003964
478,1997,"M","B",9142,4,.10016776,-1.5766613
478,2009,"M","B",9142,4,1.0007675,-1.5897072
479,2001,"F","W",-1861,5,-1.4836767,.25223261
479,2009,"F","W",-1861,5,-.28056024,.76604044
480,2009,"F","W",1320,4,.33781522,.88690079
480,2011,"F","W",1320,4,.20437036,.44289195
481,2003,"F","B",-3027,5,.49501852,1.8384945
481,2008,"F","B",-3027,5,.911292,1.5597489
482,1997,"F","B",-2498,3,.4216687,.09989501
482,1999,"F","B",-2498,3,.83865645,-.45317757
483,2009,"F","W",-1695,6,-.37779612,1.4513919
483,2010,"F","W",-1695,6,.0215691,2.0606407
484,2005,"M","W",519,4,-.52275183,.49870044
484,2009,"M","W",519,4,-.3856259,.76573029
485,2002,"F","W",7558,4,-.52780653,-1.5778525
485,2003,"F","W",7558,4,-.66296173,.54914401
486,2003,"F","W",4068,4,-.95470722,.49027027
486,2006,"F","W",4068,4,-1.4007309,.17984647
487,1999,"F","W",9146,7,2.5169668,-1.1349286
487,2006,"F","W",9146,7,.84090717,-.40772057
488,2006,"F","W",-225,4,-.96156261,.42983202
488,2011,"F","W",-225,4,-.51318332,2.2585971
489,2005,"F","B",2632,5,-1.2229277,.66172504
489,2006,"F","B",2632,5,.36282583,.00655571
490,2000,"F","W",2271,4,-.6478277,-.17326188
490,2013,"F","W",2271,4,1.6168489,.82458301
491,1998,"F","W",6437,4,1.0363828,-1.0652202
491,2006,"F","W",6437,4,-.31540446,-.91125889
492,1998,"F","W",5601,5,1.6549793,-1.3014296
492,2011,"F","W",5601,5,-.64970387,.09708515
493,2011,"F","W",-2135,3,-.29022961,.23203711
493,2013,"F","W",-2135,3,-.56007882,.89370068
494,1998,"F","W",8632,4,-.43815877,-1.94885
494,2009,"F","W",8632,4,-.49633918,-.07450346
495,1997,"F","W",1947,5,-.48750577,.56618137
495,2002,"F","W",1947,5,-1.015746,.6747136
496,2001,"F","B",9445,5,-.55956173,-.64509584
496,2004,"F","B",9445,5,-.39523498,-.36438605
497,1997,"F","W",1622,4,-.98103247,-1.4886594
497,2013,"F","W",1622,4,-.25457089,-.48313989
498,1999,"M","W",4114,7,-1.2415403,.72941938
498,2011,"M","W",4114,7,-.78506336,1.0293692
499,2005,"F","W",4828,2,-.07074912,-1.6503791
499,2012,"F","W",4828,2,-.73583324,-1.3304803
500,1999,"M","B",5299,5,-1.5416428,-.75699679
500,2000,"M","B",5299,5,.29057357,-.43249512
501,1999,"F","W",-3615,4,-1.8003228,1.3909417
501,2013,"F","W",-3615,4,.03196595,1.1924232
502,1997,"M","B",-239,1,-.64342367,-1.3240035
502,2008,"M","B",-239,1,-1.0004616,.06222456
503,1999,"M","W",-2766,3,-.62663581,.15654852
503,2006,"M","W",-2766,3,.45786013,1.2832404
